tcp_id,date,OK,ERROR,author,title
A20066,1612,0,18,"Dekker, Thomas, ca. 1572-1632.","If it be not good, the Diuel is in it A nevv play, as it hath bin lately acted, vvith great applause, by the Queenes Maiesties Seruants: at the Red Bull. Written by Thomas Dekker."
A19877,1630,0,18,"D'Avenant, William, Sir, 1606-1668.","The iust Italian Lately presented in the priuate house at Blacke Friers, by his Maiesties Seruants."
A19479,1638,0,18,"Cowley, Abraham, 1618-1667.","Loves riddle A pastorall comædie; written, at the time of his being Kings scholler in Westminster Schoole, by A. Cowley."
A12145,1640,0,18,"Shirley, James, 1596-1666.","The maides revenge A tragedy. As it hath beene acted with good applause at the private house in Drury Lane, by her Majesties Servants· VVritten by Iames Shirley Gent."
A37187,1659,0,18,"D'Avenant, William, Sir, 1606-1668.","The siege of Rhodes made a representation by the art of prospective in scenes, and the story sung in recitative musick. At the Cock-pit in Drury Lane."
A12133,1640,0,18,"Shirley, James, 1596-1666.",The coronation a comedy. As it vvas presented by her Majesties Servants at the private House in Drury Lane. Written by John Fletcher. Gent.
A88624,1658,0,18,"Lower, William, Sir, 1600?-1662.",The enchanted lovers: a pastoral / by Sr. William Lower Knight.
A01047,1634,0,18,"Ford, John, 1586-ca. 1640.",The chronicle historie of Perkin VVarbeck A strange truth. Acted (some-times) by the Queenes Maiesties Servants at the Phænix in Drurie lane.
A01049,1638,0,18,"Ford, John, 1586-ca. 1640.","The fancies, chast and noble presented by the Queenes Maiesties Servants, at the Phoenix in Drury-lane."
A51868,1652,0,18,"Manuche, Cosmo, fl. 1650-1652.",The just general a tragi-comedy / written by Major Cosmo Manuche.
A12127,1638,0,18,"Shirley, Henry, d. 1627.","The martyr'd souldier as it was sundry times acted with a generall applause at the Private House in Drury lane, and at other publicke theaters. By the Queenes Majesties servants. The author H. Shirley Gent."
A16923,1640,0,18,"Brome, Richard, d. 1652?","The antipodes a comedie. Acted in the yeare 1638. by the Queenes Majesties Servants, at Salisbury Court in Fleet-street. The author Richard Brome."
A20092,1607,0,18,"Dekker, Thomas, ca. 1572-1632.",The vvhore of Babylon As it was acted by the Princes Seruants. Written by Thomas Dekker.
A35279,1688,0,18,"Crown, Mr. (John), 1640?-1712.",Darius King of Persia a tragedy as it is acted by Their Majesties servants / written by Mr. Crowne.
A03248,1637,0,18,"Heywood, Thomas, d. 1641.","The royall king, and the loyall subject As it hath beene acted with great applause by the Queenes Maiesties Servants. Written by Thomas Heywood."
A19888,1639,0,18,"Davenport, Robert, fl. 1623.","A pleasant and vvitty comedy: called, A new tricke to cheat the Divell . Written by R.D. Gent"
A62223,1681,0,18,"Saunders, C. (Charles), fl. 1681.","Tamerlane the Great a tragedy : as it is acted by Their Majesties servants at the Theatre Royal / by C. Saunders, Gent."
A53477,1668,0,18,"Orrery, Roger Boyle, Earl of, 1621-1679.","The tragedy of Mustapha, the son of Solyman the Magnificent written by the Right Honourable the Earl of Orrery."
A27294,1671,0,18,"Behn, Aphra, 1640-1689.","The forc'd marriage, or, The jealous bridegroom a tragi-comedy : as it is acted at His Highnesse the Duke of Yorks theatre / written by A. Behn."
A59990,1655,0,18,"Shirley, James, 1596-1666.","The politician, a tragedy written by James Shirley."
A59993,1692,0,18,"Shirley, James, 1596-1666.","The traytor a tragedy : with alterations, amendments and additions / written by Mr. Rivers."
A55525,1699,0,18,"Potter, John, 1673 or 4-1747.","Archæologiæ græcæ: or, The antiquities of Greece. By John Potter, M.A. and Fellow of Lincoln College, Oxon"
A19829,1615,0,18,"Daniel, Samuel, 1562-1619.","Hymens triumph A pastorall tragicomædie. Presented at the Queenes court in the Strand, at her Maiesties magnificent entertainement of the Kings most excellent Maiestie, being at the nuptials of the Lord Roxborough. By Samuel Daniel."
A12017,1594,0,18,"Shakespeare, William, 1564-1616.","The most lamentable Romaine tragedie of Titus Andronicus As it was plaide by the right honourable the Earle of Darbie, Earl of Pembrooke, and Earl of Sussex their seruants."
A12016,1631,0,18,"Shakespeare, William, 1564-1616.",A wittie and pleasant comedie called The taming of the shrew As it was acted by his Maiesties Seruants at the Blacke Friers and the Globe. Written by VVill. Shakespeare.
A07332,1639,0,18,"May, Thomas, 1595-1650.",The tragedy of Julia Agrippina; Empresse of Rome. By T.M.
A29634,1653,0,18,"Brome, Richard, d. 1652?","The court begger a comedie acted at the Cock-pit by His Majesties servants, anno 1632 / written by Richard Brome."
A03206,1624,0,18,"Heywood, Thomas, d. 1641.","Gynaikeion: or, Nine bookes of various history. Concerninge women inscribed by ye names of ye nine Muses. Written by Thom: Heywoode."
A51496,1698,0,18,"Motteux, Peter Anthony, 1660-1718.","Beauty in distress as it is acted at the theatre in Little Lincolns-Inn-Fields by His Majesties servants / written by Mr. Motteux ; with a discourse of the lawfulness & unlawfulness of plays, lately written by the learned Father Caffaro, divinity-professor at Paris, sent in a letter to the author by a divine of the Church of England."
A06333,1600,0,18,,"A pleasant commodie, called Looke about you As it was lately played by the right honourable the Lord High Admirall his seruaunts"
A03217,1606,0,18,"Heywood, Thomas, d. 1641.","The second part of, If you know not me, you know no bodie VVith the building of the Royall Exchange: and the famous victorie of Queene Elizabeth, in the yeare 1588."
A31612,1658,0,18,"Chamberlayne, William, 1619-1689.",Loves victory a tragi-comedy / by William Chamberlaine ...
A59496,1681,0,18,"Tate, Nahum, 1652-1715.","The history of King Richard the Second acted at the Theatre Royal under the name of The Sicilian usurper : with a prefatory epistle in vindication of the author, occasion'd by the prohibition of this play on the stage / by N. Tate."
A16273,1600,0,17,"Bodenham, John, fl. 1600, attrib. name.","Englands Helicon Casta placent superis, pura cum veste venite, et manibus puris sumite fontis aquam."
A51118,1670,0,17,"Molière, 1622-1673.","Tartuffe, or, The French Puritan a comedy lately acted at the Theatre Royal / written in French by Moliere ; and rendered into English with much addition and advantage by M. Medbourne."
A00969,1634,0,17,"Fletcher, John, 1579-1625.","The two noble kinsmen presented at the Blackfriers by the Kings Maiesties servants, with great applause: written by the memorable worthies of their time; Mr. Iohn Fletcher, and Mr. William Shakspeare. Gent."
A13358,1594,0,17,,"A pleasant conceited historie, called The taming of a shrew As it was sundry times acted by the Right honorable the Earle of Pembrook his seruants."
A68475,1613,0,17,"Montaigne, Michel de, 1533-1592.","Essays vvritten in French by Michael Lord of Montaigne, Knight of the Order of S. Michael, gentleman of the French Kings chamber: done into English, according to the last French edition, by Iohn Florio reader of the Italian tongue vnto the Soueraigne Maiestie of Anna, Queene of England, Scotland, France and Ireland, &c. And one of the gentlemen of hir royall priuie chamber"
A13375,1592,0,17,"Tarlton, Richard, d. 1588.","A prettie newe ballad, intytuled: the crowe sits vpon the wall, please one and please all To the tune of, please one and please all."
A12158,1637,0,17,"Shirley, James, 1596-1666.","The young admirall As it vvas presented by her Majesties Servants, at the private house in Drury Lane. Written by James Shirly."
A46270,1663,0,17,"Jordan, Thomas, 1612?-1685?","A royal arbor of loyal poesie consisting of poems and songs digested into triumph, elegy, satyr, love & drollery / composed by Tho. Jordan."
A20062,1604,0,17,"Dekker, Thomas, ca. 1572-1632.","The honest whore with, the humours of the patient man, and the longing vvife. Tho: Dekker."
A49947,1680,0,17,"Lee, Nathaniel, 1653?-1692.","Theodosius, or, The force of love a tragedy, acted by Their Royal Highnesses servants, at the Duke's Theatre / written by Nat. Lee ; with the musick betwixt the acts."
A10495,1640,0,17,"Rawlins, Thomas, 1620?-1670.","The rebellion a tragedy: as it was acted nine dayes together, and divers times since with good applause, by his Majesties Company of Revells. Written by Thomas Rawlins."
A93166,1652,0,17,"Shirley, James, 1596-1666.","The brothers, a comedie, as it was acted at the private house in Black Fryers Written by James Shirley. Never printed before."
A37212,1655,0,17,"Davenport, Robert, fl. 1623.","King Iohn and Matilda a tragedy : as it was acted with great applause by Her Majesties servants at the Cock-pit in Drury-Lane / written by Robert Davenport, Gent."
B13574,1639,0,17,"Fletcher, John, 1579-1625.","Monsieur Thomas A comedy. Acted at the Private House in Blacke Fryers. The author, Iohn Fletcher, Gent."
A21144,1596,0,17,,The raigne of King Edvvard the third as it hath bin sundrie times plaied about the citie of London.
A20951,1592,0,17,"Shakespeare, William, 1564-1616, attributed name.","The lamentable and true tragedie of M. Arden of Feuersham in Kent Who was most wickedlye murdered, by the meanes of his disloyall and wanton wyfe, who for the loue she bare to one Mosbie, hyred two desperat ruffins Blackwill and Shakbag, to kill him. VVherin is shewed the great malice and discimulation of a wicked woman, the vnsatiable desire of filthie lust and the shamefull end of all murderers."
A20133,1612,0,17,"Deloney, Thomas, 1543?-1600.","Strange histories, or, Songs and sonnets, of kinges, princes, dukes, lords, ladyes, knights, and gentlemen and of certaine ladyes that were shepheards on Salisburie plaine : very pleasant either to be read or songe, and a most excellent warning for all estates / by Thomas Delone."
A07025,1632,0,17,"Marmion, Shackerley, 1603-1639.","Hollands leaguer An excellent comedy as it hath bin lately and often acted with great applause, by the high and mighty Prince Charles his Servants; at the private house in Salisbury Court. Written by Shackerley Marmyon, Master of Arts."
A11959,1603,0,17,"Shakespeare, William, 1564-1616.","The tragicall historie of Hamlet Prince of Denmarke by William Shake-speare. As it hath beene diuerse times acted by his Highnesse seruants in the cittie of London: as also in the two vniuersities of Cambridge and Oxford, and else-where"
A17968,1629,0,17,"Carlell, Lodowick, 1602?-1675.","The deseruing fauorite As it was lately acted, first before the Kings Maiestie, and since publikely at the Black-Friers. By his Maiesties seruants. Written by Lodovvicke Carlell, Esquire, Gentle-man of the Bovves, and Groome of the King and Queenes Priuie Chamber."
A34564,1672,0,17,"Corye, John.","The generous enemies, or, The ridiculous lovers a comedy : as it is acted at the Theatre Royal by His Maiesties servants / by John Corye, Gent."
A01989,1640,0,17,"J. G. (John Gough), fl. 1640.",The strange discovery a tragi-comedy. Written by I.G. Gent.
A59968,1678,0,17,"Shipman, Thomas, 1632-1680.","Henry the Third of France, stabb'd by a fryer, with the fall of the Guise a tragedy acted at the Theatre-Royal / by Thomas Shipman."
A30781,1693,0,17,"Bancroft, John, d. 1696.","Henry the Second, King of England, with the death of Rosamond a tragedy, acted at the Theatre-Royal, by Their Majesties servants."
A30788,1691,0,17,"Bancroft, John, d. 1696.","King Edward the Third, with the fall of Mortimer, Earl of March an historicall play, as it is acted at the Theatre-Royall by Their Majesties servants."
A14599,1637,0,17,"I. W., gent.",The valiant Scot. By I.W. Gent
A03256,1607,0,17,"Heywood, Thomas, d. 1641.",A woman kilde with kindnesse. Written by Tho. Heywood
A50686,1658,0,17,"Meriton, Thomas, b. 1638.",Love and war a tragedy / written by Tho. Meriton.
A50793,1661,0,17,"Middleton, Thomas, d. 1627.",The Mayor of Quinborough as it hath often acted with much applause at Black-Fryars by His Majesties servants / written by Tho. Middleton.
A34306,1697,0,17,"Congreve, William, 1670-1729.",The mourning bride a tragedy : as it is acted at the theatre in Lincoln's-Inn-Fields by His Majesty's servants / written by Mr. Congreve.
A13843,1607,0,17,"Tourneur, Cyril, 1575?-1626, attributed name.","The reuengers tragædie As it hath beene sundry times acted, by the Kings Maiesties Seruants."
A29349,1647,0,17,"Brewer, Anthony, fl. 1630-1655.","The covntrie girle a comedie, as it hath beene often acted with much applause / by T.B."
A69225,1633,0,17,"Donne, John, 1572-1631.","Poems, by J.D. VVith elegies on the authors death"
A61310,1664,0,17,"Stapylton, Robert, Sir, d. 1669.",The step-mother a tragi-comedy acted with great aplause at the theatre in Little Lincolns-Inne-Fields by His Highness the Duke of York's servants.
A63158,1691,0,17,"Tate, Nahum, 1652-1715.","The Sicilian usurper a tragedy as it was acted at the Theatre-Royal : with prefatory epistle in vindication of the author, occasioned by this play on the stage / written by N. Tate."
A73627,1607,0,17,,The tragedie of Cæsar and Pompey or Cæsars reuenge Priuately acted by the students of Trinity Colledge in Oxforde.
A59051,1677,0,17,"Sedley, Charles, Sir, 1639?-1701.","Antony and Cleopatra a tragedy, as it is acted at the Dukes Theatre / written by the Honourable Sir Charles Sedley, Baronet."
A01093,1622,0,17,"Fotherby, Martin, 1549 or 50-1620.","Atheomastix clearing foure truthes, against atheists and infidels: 1. That, there is a God. 2. That, there is but one God. 3. That, Iehouah, our God, is that one God. 4. That, the Holy Scripture is the Word of that God. All of them proued, by naturall reasons, and secular authorities; for the reducing of infidels: and, by Scriptures, and Fathers, for the confirming of Christians. By the R. Reuerend Father in God, Martin Fotherby, late Bishop of Salisbury. The contents followes, next after the preface."
A34589,1654,0,17,"Corneille, Thomas, 1625-1709.",The extravagant sheepherd a pastoral comedie / written in French by T. Corneille ; Englished by T.R. 1654.
A55493,1663,0,17,"Porter, T. (Thomas), 1636-1680.","The villain a tragedy / written by T. Porter, Esq."
A51499,1699,0,17,"Motteux, Peter Anthony, 1660-1718.","The island princess, or, The generous Portuguese made into an opera, as it is performed at the Theatre Royal / all the musical entertainments and the greatest part of the play new, and written by Mr. Motteux."
A59527,1676,0,17,"D'Avenant, William, Sir, 1606-1668.","The tragedy of Hamlet, Prince of Denmark as it is now acted at His Highness the Duke of York's Theatre / by William Shakespeare."
A37284,1659,0,17,"Day, John, 1574-1640?","The blind-beggar of Bednal-green vvith the merry humor of Tom Strowd the Norfolk yeoman, as it was divers times publickly acted by the Princes Servants / written by John Day."
A03197,1607,0,17,"Heywood, Thomas, d. 1641, attributed name.","The fayre mayde of the Exchange with the pleasant humours of the cripple of Fanchurch. Very delectable, and full of mirth."
A46439,1693,0,17,Juvenal.,"The satires of Decimus Junius Juvenalis translated into English verse by Mr. Dryden and several other eminent hands ; together with the satires of Aulus Persius Flaccus, made English by Mr. Dryden ; with explanatory notes at the end of each satire ; to which is prefix'd a discourse concerning the original and progress of satire ... by Mr. Dryden."
A55482,1678,0,17,"Pordage, Samuel, 1633-1691?","The siege of Babylon as it is acted at the Dukes Theatre / written by Samuel Pordage of Lincolns-Inn, Esq. ..."
A93178,1652,0,16,"Shirley, James, 1596-1666.","The sisters, a comedie, as it was acted at the private house in Black Fryers written by James Shirley. Never printed before."
A07970,1640,0,16,"Nabbes, Thomas, 1605?-1645?","The bride a comedie. Acted in the yeere 1638. at the private house in Drury-lane by their Majesties Servants. The author, Thomas Nabbes."
A04539,1607,0,16,"Barnes, Barnabe, 1569?-1609.","The Diuils charter a tragædie conteining the life and death of Pope Alexander the sixt. As it was plaide before the Kings Maiestie, vpon Candlemasse night last: by his Maiesties Seruants. But more exactly reuewed, corrected, and augmented since by the author, for the more pleasure and profit of the reader."
A27203,1652,0,16,"Fletcher, John, 1579-1625.","The wild-goose chase a comedie as it hath been acted with singular applause at the Black-Friers : being the noble, last, and onely remaines of those incomparable drammatists, Francis Beaumont and John Fletcher, Gent. : retriv'd for the publick delight of all the ingenious and private benefit of John Lowin and Joseph Taylor, servants to His late Majestie / by a person of honour."
A03730,1640,0,16,,"The housholders new-yeeres gift containing a pleasant dialogue betwixt the husband and his wife, pleasant to be regarded. To the tune of, where is my true-love."
A39803,1660,0,16,"Fletcher, John, 1579-1625.","Fathers own son a comedy formerly acted at the private house in Black Fryers, and now at the Theatre in Vere-Street by His Majesties servants / the author John Fletcher, Gent."
A84711,1663–1674,0,16,,"The Forlorn lover: declaring how a lass gave her lover three slipps for a teaster, and married another a week before Easter. / To a pleasant new tune."
A12578,1592,0,16,"Kyd, Thomas, 1558-1594, attributed name.","The tragedye of Solyman and Perseda Wherein is laide open, loues constancy, fortunes inconstancy, and deaths triumphs."
B06730,1660–1664,0,16,"Wade, John, fl. 1660-1680.","The royall oak: or, The wonderfull travels, miraculous escapes, strange accidents of his sacred majesty King Charles the second. How from Worcester fight by a good hap, our royall king made an escape ... To the tune of, In my freedom is all my joy."
A19876,1630,0,16,"D'Avenant, William, Sir, 1606-1668.","The cruell brother A tragedy. As it was presented, at the priuate house, in the Blacke-Fryers: by His Maiesties Seruants."
A07248,1639,0,16,"Massinger, Philip, 1583-1640.",The unnaturall combat A tragedie. The scæne Marsellis. Written by Philip Massinger. As it was presented by the Kings Majesties Servants at the Globe.
A92175,1659,0,16,"Brome, Alexander, 1620-1666.","Ratts rhimed to death. Or, The Rump-Parliament hang'd up in the Shambles."
A49929,1690,0,16,"Lee, Nathaniel, 1653?-1692.",The massacre of Paris a tragedy : as it is acted at the Theatre Royal by their majesties servants / written by Nat. Lee ...
A49925,1676,0,16,"Lee, Nathaniel, 1653?-1692.","Gloriana, or, The court of Augustus Cæsar acted at the Theatre-Royal, by Their Majesties servants / by Nat. Lee."
B12027,1639,0,16,"Chapman, George, 1559?-1634.","The tragedie of Chabot admirall of France as it vvas presented by her Majesties Servants, at the private house in Drury Lane. Written by George Chapman, and Iames Shirly."
A35299,1681,0,16,"Crown, Mr. (John), 1640?-1712.",Thyestes a tragedy acted at the Theatre-Royal by Their Majesties servants / written by Mr. Crown.
A01981,1632,0,16,"Gouge, William, 1578-1653.","The saints sacrifice: or, a commentarie on the CXVI. Psalme Which is, a gratulatory psalme, for deliverance from deadly distresse. By William Gouge, D.D."
B02295,1663,0,16,,"Come turn to mee thou pretty little one, and I will turn to thee. To a pleasant new tune."
A30789,1679,0,16,"Bancroft, John, d. 1696.","The tragedy of Sertorius acted at the Theatre-Royal by Their Majesties servants / by John Bancroft, Gent."
A26724,1651,0,16,"Barton, William, 1598?-1678.","Psalms and hymns composed and fitted for the present occasion of publick thanks-giving, October 24, 1651 by W. Barton ..."
A59974,1660,0,16,J. S.,"Andromana, or, The merchants wife the scæne Iberia / by J. S."
A62964,1687,0,16,"Tate, Nahum, 1652-1715.",The island-princess as it is acted at the theatre royal / reviv'd with alterations by N. Tate ...
A59508,1700,0,16,"Gildon, Charles, 1665-1724.","Measure for measure, or, Beauty the best advocate as it is acted at the theatre in Lincolns-Inn-Fields : written originally by Mr. Shakespear, and now very much alter'd, with additions of several entertainments of musick."
A11435,1636,0,16,"Sampson, William, 1590?-1636.","The vow breaker. Or, The faire maide of Clifton In Notinghamshire as it hath beene diuers times acted by severall companies with great applause. By William Sampson."
A53507,1675,0,16,"Otway, Thomas, 1652-1685.","Alcibiades a tragedy, acted at the Duke's Theatre / written by Tho. Otway."
A37017,1676,0,16,"D'Urfey, Thomas, 1653-1723.","The siege of Memphis, or, The ambitious queen a tragedy acted at the Theater-Royal / written by Tho. Durfey."
A34590,1668,0,16,"Calderón de la Barca, Pedro, 1600-1681. Astrologo fingido.",The Feign'd astrologer a comedie.
A60018,1688,0,16,"J. S. (John Shirley), fl. 1680-1702.","The triumph of wit, or, Ingenuity display'd in its perfection. Being the newest and most useful academy, in three parts. Part I. Containing variety of excellent poems, pastorals, satyrs, dialogues, epigrams, anagrams, acrosticks, choice letters with their answers, ... and exactest collection of choice songs. Part II. Containing the whole art and mystery of love in all its nicest intreagues and curious particulars, ... with the description & anatomy of perfect beauty. Part III. Containing the mystery and art of wheedling and canting, with the original and present management thereof, and the ends to which it serves and is employed. Illustrated with poems, songs and various intreagues in the canting language, with the explanation, &c. To which is added, Instructions for dancing with musical notes"
A61942,1642,0,16,"Suckling, John, Sir, 1609-1642.",The discontented colonell writtten by Sir Iohn Sucklin.
A18424,1631,0,16,"Chapman, George, 1559?-1634.",The vvarres of Pompey and Caesar Out of whose euents is euicted this proposition. Only a iust man is a freeman. By G.C.
A18425,1631,0,16,"Chapman, George, 1559?-1634.","Caesar and Pompey a Roman tragedy, declaring their vvarres. Out of whose euents is euicted this proposition. Only a iust man is a freeman. By George Chapman."
B04316,1695,0,16,,"The master-piece of love-songs: a diagloue betwixt a bold keeper and a lady gay, he woo'd his Lord's daughter, and carried the day; but soon after marriage was forc'd for to fight, with his Lord and six gentlemen, for his own right; he cut them, and hew'd them, and paid them with blows, and made them his friends, that before were his foes. To the tune of, The week before Easter, the day's long and clear, &c."
A60959,1694,0,16,"Southerne, Thomas, 1660-1746.","The fatal marriage, or, The innocent adultery a play acted at the Theatre Royal by their Majesties servants / written by Tho. Southerne."
A13360,1607,0,16,,"A pleasaunt conceited historie, called The taming of a shrew As it hath beene sundry times acted by the right Honourable the Earle of Pembrooke his Seruants."
A55490,1664,0,16,"Porter, T. (Thomas), 1636-1680.","The carnival a comedy : as it was acted at the Theatre Royal by His Majesties servants / written by Tho. Porter, Esq."
A35280,1677,0,16,"Crown, Mr. (John), 1640?-1712.",The destruction of Jerusalem by Titus Vespasian in two parts : as it is acted at the Theatre Royal / written by Mr. Crowne.
A53459,1694,0,16,"Orrery, Roger Boyle, Earl of, 1621-1679.",Herod the Great a tragedy / written by the Right Honourable the Earl of Orrery.
A36641,1694,0,16,"Dryden, John, 1631-1700.","Love triumphant, or, Nature will prevail a tragi-comedy as it is acted at the Theatre-Royal by Their Majesties servants / written by Mr. Dryden."
A35287,1671,0,16,"Crown, Mr. (John), 1640?-1712.","Juliana, or, The princess of Poland a tragicomedy, as it is acted at His Royal Highness the Duke of York's theatre / by J. Crown ..."
A46228,1641,0,15,"Jonson, Ben, 1573?-1637.","The divell is an asse a comedie acted in the yeare 1616, by His Majesties servants / the author, Ben. Iohnson."
A59111,1686,0,15,"Seller, Abednego, 1646?-1705.","The devout communicant, assisted with rules for the worthy receiving of the blessed Eucharist together with meditations, prayers and anthems, for every day of the Holy Week : in two parts / by Ab. Seller ..."
B01661,1666,0,15,"Birkenhead, John, Sir, 1616-1679.","A nevv ballad of a famous German prince and a renowned English duke, who on St. James's day one thousand 666 fought with a beast with seven heads, call'd provinces; not by land, but by water; not to be said but sung; not in high English nor Low Dutch; but to a new French tune, called Monsieur Ragou, or, The dancing hobby-horses."
A07217,1610,0,15,"Mason, John, fl. 1606-1610.",The Turke A worthie tragedie. As it hath bene diuers times acted by the Children of his Maiesties Reuels. Written by Iohn Mason Maister of Artes.
A02769,1640,0,15,"Harvey, Christopher, 1597-1663.","The synagogue, or, The shadow of the temple Sacred poems, and private ejaculations. In imitation of Mr. George Herbert."
A11994,1597,0,15,"Shakespeare, William, 1564-1616.",The tragedie of King Richard the second As it hath beene publikely acted by the right Honourable the Lorde Chamberlaine his Seruants.
A43309,1662,0,15,"Hemings, William, b. 1602?","The Jewes tragedy, or, Their fatal and final overthrow by Vespatian and Titus, his son agreeable to the authentick and famous history of Josephus / by William Hemings ..."
B01616,1641–1661,0,15,,"The batchelors delight, being a pleasant new song, shewing the happiness of a single life, and the miseries that do commonly attend matrimony. To the tune of the Kings delight, or, The young mans advice to his fellow batchelors."
A39805,1669,0,15,"Fletcher, John, 1579-1625.","The island princess, or, The generous Portugal a comedy, as it is acted at the Theatre Royal by His Majesties servants."
A01836,1632,0,15,"Goffe, Thomas, 1591-1629.","The couragious Turke, or, Amurath the First A tragedie. Written by Thomas Goffe Master of Arts, and student of Christ-Church in Oxford, and acted by the students of the same house."
A12155,1629,0,15,"Shirley, James, 1596-1666.","The vvedding As it was lately acted by her Maiesties Seruants, at the Phenix in Drury Lane. Written by Iames Shirley, Gent."
A02453,1640,0,15,"Habington, William, 1605-1654.",Castara the third edition. Corrected and augmented.
A00958,1639,0,15,"Fletcher, John, 1579-1625.",The bloody brother A tragedy. By B.J.F.
A19054,1624,0,15,,"Nevves out of East India of the cruell and bloody vsage of our English merchants and others at Amboyna, by the Netherlandish gouernour and councell there. To the tune of Braggendary."
A66907,1660,0,15,,"The wonderfull and miraculous escape of our gracious King, from that dismal, black and gloomie defeat at Worster: together with a pattern to all true and faithfull subjects, by the five loyall and faithfull brothers, with their care and diligence, observance and obedience 8 dayes in the time of his Majesties obscurity. The tune is, come lets drink the time invites"
A12149,1640,0,15,"Shirley, James, 1596-1666.",A pastorall called the Arcadia Acted by her Majesties Servants at the Phænix in Drury Lane. Written by Iames Shirly Gent.
A37210,1661,0,15,"Davenport, Robert, fl. 1623.","The city-night-cap, or, Crede quod habes a tragi-comedy / by Robert Davenport ; as it was acted with great applause by Her Majesties servants at the Phoenix in Drury Lane."
A06289,1619,0,15,"Beaumont, Francis, 1584-1616.",The maides tragedy As it hath beene diuers times acted at the Blacke-friers by the Kings Maiesties Seruants.
A12130,1640,0,15,"Shirley, James, 1596-1666.",The constant maid A comedy. Written by Iames Shirley.
A11146,1605,0,15,"Rowley, Samuel, d. 1633?","When you see me, you know me. Or the famous chronicle historie of King Henry the eight, with the birth and vertuous life of Edward Prince of Wales As it was playd by the high and mightie Prince of Wales his seruants. By Samvell Rovvly, seruant to the Prince."
A12125,1635,0,15,,"Murder upon murder committed by Thomas Sherwood, alias, Countrey Tom: and Elizabeth Evans, alias, Canbrye Besse: the first upon M. Loe, the 2. of M. George Holt of Windzor, whom inhumanely they kild neare Islington on the 22. day of Ianuary 1635. The last upon M. Thomas Claxton of London, whom mercilesly they murdered upon the second day of Aprill last past, neare unto Lambs Conduit on the backside of Holborne, with many other robberies and mischiefes by them committed from time to time since Midsomer last past, now revealed and confest by them, and now according to judgement he is hangd neare to Lambs Conduit this 14 of April, 1635. to the terror of all such offenders. To the tune of Bragandary downe, & c."
A42748,1698,0,15,"Gildon, Charles, 1665-1724.","Phaeton, or, The fatal divorce a tragedy as it is acted at the Theatre Royal in imitation of the antients : with some reflections on a book call'd, A short view of the immorality and profaneness of the English stage."
A11978,1608,0,15,"Shakespeare, William, 1564-1616.","M. William Shak-speare: his true chronicle historie of the life and death of King Lear and his three daughters With the vnfortunate life of Edgar, sonne and heire to the Earle of Gloster, and his sullen and assumed humor of Tom of Bedlam: as it was played before the Kings Maiestie at Whitehall vpon S. Stephans night in Christmas hollidayes. By his Maiesties seruants playing vsually at the Gloabe on the Bancke-side."
A04640,1611,0,15,"Jonson, Ben, 1573?-1637.",Catiline his conspiracy· VVritten by Ben: Ionson
A01056,1633,0,15,"Ford, John, 1586-ca. 1640.",Loues sacrifice A tragedie receiued generally well. Acted by the Queenes Majesties Seruants at the Phœnix in Drury-lane.
A50795,1657,0,15,"Middleton, Thomas, d. 1627.","No wit, [no] help like a womans a comedy / by Tho. Middleton, Gent."
A06184,1594,0,15,"Lodge, Thomas, 1558?-1625.","The vvounds of ciuill vvar Liuely set forth in the true tragedies of Marius and Scilla. As it hath beene publiquely plaide in London, by the Right Honourable the Lord high Admirall his Seruants. VVritten by Thomas Lodge Gent."
A36681,1668,0,15,"Dryden, John, 1631-1700.","Secret-love, or, The maiden-queen as it is acted by His Majesties servants, at the Theater-Royal / written by John Dryden."
A27179,1661,0,15,"Fletcher, John, 1579-1625.",The beggars bush written by Francis Beavmont and John Fletcher.
B05853,1683,0,15,"J. S. (John Shirley), fl. 1680-1702.","The compleat courtier: Or, Cupid's Academy. Containing an exact and excellent collection of all the newest and choicest songs, poems, epigrams ... humbly recommended for the perusalof all young gentleman, ladies, and others, who are inclinable to recreate themselves with harmless mirth. / By J. Shurly, gent."
A47379,1666,0,15,"Killigrew, William, Sir, 1606-1695.","Fovr nevv playes viz : The seege of Vrbin, Selindra, Love and frienship, Tragy-comedies, Pandora, a comedy / written by Sr. William Killigrew ..."
A36762,1678,0,15,"Duffett, Thomas.",Psyche debauch'd a comedy : as it was acted at the Theatre-Royal / by T.D.
A18421,1613,0,15,"Chapman, George, 1559?-1634.","The reuenge of Bussy D'Ambois A tragedie. As it hath beene often presented at the priuate play-house in the White-Fryers. VVritten by George Chapman, Gentleman."
A37000,1697,0,15,"D'Urfey, Thomas, 1653-1723.","A new opera, call'd, Cinthia and Endimion: or, The loves of the deities. As it was designed to be acted at Court, before the late Queen; and now acted at the Theatre Royal, by His Majesty's servants. The second edition. Written by Mr. D'Vrfey."
A59497,1684,0,15,"Shakespeare, William, 1564-1616.",Julius Cæsar a tragedy : as it is now acted at the Theatre Royal / written by William Shakespeare.
A59520,1670,0,15,"Dryden, John, 1631-1700.","The tempest, or, The enchanted island a comedy, as it is now acted at His Highness the Duke of York's Theatre."
A21328,1591,0,15,"Wilson, Robert, d. 1600, attributed name.","A pleasant commodie, of faire Em the Millers daughter of Manchester vvith the loue of William the Conqueror: As it was sundrietimes publiquely acted in the honourable citie of London, by the right honourable the Lord Strange his seruaunts."
