tcp_id,date,OK,ERROR,author,title
A33619,1669,0,11,"Cokain, Aston, Sir, 1608-1684.","The tragedy of Ovid written by Sir Aston Cokain, Baronet."
A36695,1677,0,11,"Dryden, John, 1631-1700.","The state of innocence and fall of man an opera, written in heroique verse and dedicated to her Royal Highness, the Dutchess / by John Dryden ..."
A17968,1629,0,11,"Carlell, Lodowick, 1602?-1675.","The deseruing fauorite As it was lately acted, first before the Kings Maiestie, and since publikely at the Black-Friers. By his Maiesties seruants. Written by Lodovvicke Carlell, Esquire, Gentle-man of the Bovves, and Groome of the King and Queenes Priuie Chamber."
A59332,1677,0,11,"Settle, Elkanah, 1648-1724.","Pastor fido, or, The faithful shepherd a pastoral, as it is acted at the Duke's Theatre."
A89358,1678–1680,0,11,,"A Most excellent ballad of an old man and his wife, vvho in their want and misery sought to their children for succour, by whom they were disdained, and scornfully sent away succourless, and Gods vengeance shewed on them for the same. : Tune of, Priscillca [sic]."
A18421,1613,0,11,"Chapman, George, 1559?-1634.","The reuenge of Bussy D'Ambois A tragedie. As it hath beene often presented at the priuate play-house in the White-Fryers. VVritten by George Chapman, Gentleman."
B05055,1665,0,11,,"The royal victory obtained (with the providence of Almighty God) against the Dutch-fleet, June the 2d and 3d, 1665 ... to the tune of Packingtons pound."
A28578,1685,0,11,"Bold, Henry, 1627-1683.","Latine songs with their English, and poems by Henry Bold ... ; collected and perfected by Captain William Bold."
A34267,1655,0,11,"Carlell, Lodowick, 1602?-1675.","The passionate lovers a tragi-comedy : the first and second parts ... / written by Lodowick Carlell, Gent."
A52102,1695,0,11,Martial.,"Epigrams of Martial, Englished with some other pieces, ancient and modern."
A10869,1599,0,11,"Roche, Robert, 1575 or 6-1629.","Eustathia, or the constancie of Susanna containing the preservation of the godly, subversion of the wicked, precepts for the aged, instructions for youth, pleasure with profitte. Penned by R.R.G."
A60965,1696,0,11,"Southerne, Thomas, 1660-1746.","Oroonoko a tragedy, as it is acted at the Theatre-Royal by His Majesty's servants / written by Tho. Southerne."
A03508,1581,0,11,Homer.,"Ten books of Homers Iliades, translated out of French, by Arthur Hall Esquire"
B01473,1690,0,11,,"An admirable new northern story of two constant lovers as I understand, were born near Appleby in Westmoreland; the lads name Anthony, Constance the lass, to sea they went both and great dangers did pass; how they suffer'd shipwrack on the coast of Spain for two years divided, and then met again, by wonderfull fortune and care [sic] accident, and now both live at home with joy and content. The tune is I would thou wer't to Shrewbury."
B03654,1660,0,11,,"The high court of justice at Westminster, arraigned at the Bar in the Old Bayley at the Sessions-House; where, those that adjudged and murthered the royal person, and sacred majesty of King Charls the First, are for that horrid fact brought to their legal tryal, according to the known laws of the land. To the tune of, Packingtons pound."
A60974,1663,0,11,"Southland, Thomas.",Love a la mode a comedy / written by a Person of honour.
B05818,1681–1684,0,11,,"The saylors departure from his dearest love, wishing that still (to him) she'd constant prove she (in the second part) doth thus reply, e're she'd from him depart, she'l chuse to dye. To a new tune of, Adieu my pretty one."
A35289,1680,0,11,"Crown, Mr. (John), 1640?-1712.","The misery of civil-war a tragedy, as it is acted at the Duke's theatre, by His Royal Highnesses servants / Mr. Crown."
A49572,1698,0,10,"Lansdowne, George Granville, Baron, 1667-1735.","Heroick love a tragedy : as it is acted at the theatre in Little Lincolns-Inn-Fields / written by the Honourable George Granville, Esq."
A43306,1653,0,10,"Hemings, William, b. 1602?","The fatal contract, a French tragedy as it vvas acted vvith great applause by Her Majesties servants / written by William Hemings ..."
B06690,1670–1696,0,10,,"The womens just complaint: or, Mans deceitfulness in love. Being a most pleasant new play-house song. Long time deceiv'd with feigned vows, at last, the females find their coyness holds not fast; for man, that noble creature, cannot love, nor fix his soul on ought but what's above: 'tis everlasting joy he centers on, and leaves soft fools, women to dote upon; which once they finding, seem to loose their care of hopes they had, and fall to flat dispair. To a pleasant new play-house tune, much in request."
A11267,1613,0,10,W. S.,The true chronicle historie of the whole life and death of Thomas Lord Cromwell As it hath beene sundry times publikely acted by the Kings Maiesties Seruants. Written by VV.S.
A11265,1602,0,10,W. S.,The true chronicle historie of the whole life and death of Thomas Lord Cromwell As it hath beene sundrie times publikely acted by the right honorable the Lord Chamberlaine his seruants. Written by W.S.
A77574,1661,0,10,"Brome, Richard, d. 1652?","The royall exchange. A comedy, acted with general applause at the Black-Friers, by His Majesties Servants. Written by Mr. Richard Brome."
A45225,1671,0,10,"Hurtado de Mendoza, Antonio, 1586-1644.","Querer por solo querer To love only for love sake : a dramatick romance : represented at Aranjuez, before the King and Queen of Spain, to celebrate the birthday of that King, by the Meninas, which are a sett of ladies, in the nature of ladies of honour in that court, children in years, but higher in degree (being many of them daughters and heyres to grandees of Spain) than the ordinary ladies of honour, attending likewise that queen / written in Spanish by Don Antonio de Mendoza 1623 ; paraphrased in English, anno 1654 ; together with the Festivals of Aranwhez."
A00962,1610,0,10,"Fletcher, John, 1579-1625.",The faithfull shepheardesse. By Iohn Fletcher
B04196,1695,0,10,,"Love and honour: or, The lovers farewel to Calista: being sent from sea in the late engagement against the Dutch, to his mistress, under the name of Calista. To which is added, the lady's deploring and ingenious answer. To the tune of, Now the tyrant hath stolen, &."
A34829,1656,0,10,"Cowley, Abraham, 1618-1667.",Poems written by A. Cowley.
A34824,1667,0,10,"Cowley, Abraham, 1618-1667.","The mistresse, or, Several copies of love-verses written by Mr. A. Cowley, in his youth, and now since his death thought fit to be published."
A11981,1619,0,10,"Shakespeare, William, 1564-1616.","The excellent history of the merchant of Venice VVith the extreme cruelty of Shylocke the Iew towards the saide merchant, in cutting a iust pound of his flesh. And the obtaining of Portia, by the choyse of three caskets. VVritten by VV. Shakespeare."
A14916,1631,0,10,"Weever, John, 1576-1632.","Ancient funerall monuments within the vnited monarchie of Great Britaine, Ireland, and the islands adiacent with the dissolued monasteries therein contained: their founders, and what eminent persons haue beene in the same interred. As also the death and buriall of certaine of the bloud royall; the nobilitie and gentrie of these kingdomes entombed in forraine nations. A worke reuiuing the dead memory of the royall progenie, the nobilitie, gentrie, and communaltie, of these his Maiesties dominions. Intermixed and illustrated with variety of historicall obseruations, annotations, and briefe notes, extracted out of approued authors ... Whereunto is prefixed a discourse of funerall monuments ... Composed by the studie and trauels of Iohn Weeuer."
A03189,1613,0,10,"Heywood, Thomas, d. 1641.","The brazen age the first act containing, the death of the centaure Nessus, the second, the tragedy of Meleager: the third the tragedy of Iason and Medea. The fourth. Vulcans net the fifth. The labours and death of Hercules: written by Thomas Heywood."
A65360,1654,0,10,"Webster, John, 1580?-1625?",Appius and Virginia a tragedy / John Webster.
B00880,1630,0,10,,"Slippery VVill, or The old bachelors complaint, with his aduice to all yong men not to doe as he had done: His youthfull time he spent away, which makes him now this prouerbe say, that he that will not when he may, when he would, he should haue nay. To the tune of, The bonny bonny broome."
A59056,1668,0,10,"Sedley, Charles, Sir, 1639?-1701.",The mulberry-garden a comedy : as it is acted by His Majestie's servants at the Theatre-Royal / written by the Honourable Sir Charles Sidley.
A59051,1677,0,10,"Sedley, Charles, Sir, 1639?-1701.","Antony and Cleopatra a tragedy, as it is acted at the Dukes Theatre / written by the Honourable Sir Charles Sedley, Baronet."
A50090,1659,0,10,"Massinger, Philip, 1583-1640.","The city-madam a comedie, as it was acted at the private house in Black Friers with great applause / written by Phillip Massinger, Gent."
A39813,1670,0,10,"Fletcher, Phineas, 1582-1650.","A fathers testament. Written long since for the benefit of the particular relations of the authour, Phin. Fletcher; sometime Minister of the Gospel at Hillgay in Norfolk. And now made publick at the desire of friends."
A36708,1670,0,10,"Dryden, John, 1631-1700.","Tyrannick love, or, The royal martyr a tragedy, as it is acted by His Majesties servants, at the Theatre Royal / by John Dryden ..."
B06870,1660,0,10,,"King Charles his glory, and rebels shame. Collonel Hevvson. To a pleasant new tune: Or, The crost couple."
A20077,1603,0,10,"Dekker, Thomas, ca. 1572-1632.",The pleasant comodie of patient Grisill As it hath beene sundrie times lately plaid by the right honorable the Earle of Nottingham (Lord high Admirall) his seruants.
A03197,1607,0,10,"Heywood, Thomas, d. 1641, attributed name.","The fayre mayde of the Exchange with the pleasant humours of the cripple of Fanchurch. Very delectable, and full of mirth."
A12151,1640,0,10,"Shirley, James, 1596-1666.",St. Patrick for Ireland. The first part. Written by Iames Shirley
A12154,1635,0,10,"Shirley, James, 1596-1666.","The traytor A tragedie, vvritten by Iames Shirley. Acted by her Majesties Servants."
A12158,1637,0,10,"Shirley, James, 1596-1666.","The young admirall As it vvas presented by her Majesties Servants, at the private house in Drury Lane. Written by James Shirly."
A07237,1623,0,10,"Massinger, Philip, 1583-1640.","The Duke of Millaine A tragædie. As it hath beene often acted by his Maiesties seruants, at the blacke Friers. Written by Philip Massinger Gent."
A10495,1640,0,10,"Rawlins, Thomas, 1620?-1670.","The rebellion a tragedy: as it was acted nine dayes together, and divers times since with good applause, by his Majesties Company of Revells. Written by Thomas Rawlins."
A00958,1639,0,10,"Fletcher, John, 1579-1625.",The bloody brother A tragedy. By B.J.F.
A12148,1640,0,10,"Shirley, James, 1596-1666.","The opportunitie a comedy, as it was presented by Her Majesties servants, at the private house in Drury Lane / written by Iames Shirley."
A12145,1640,0,10,"Shirley, James, 1596-1666.","The maides revenge A tragedy. As it hath beene acted with good applause at the private house in Drury Lane, by her Majesties Servants· VVritten by Iames Shirley Gent."
A12143,1640,0,10,"Shirley, James, 1596-1666.","Loves crueltie A tragedy, as it vvas presented by her Majesties Servants, at the private House in Drury Lane. Written by James Shirley Gent."
A37212,1655,0,10,"Davenport, Robert, fl. 1623.","King Iohn and Matilda a tragedy : as it was acted with great applause by Her Majesties servants at the Cock-pit in Drury-Lane / written by Robert Davenport, Gent."
A07240,1632,0,10,"Massinger, Philip, 1583-1640.","The maid of honour As it hath beene often presented with good allowance at the Phœnix in Drurie-Lane, by the Queenes Majesties Servants. Written by Philip Massinger."
B00213,1630,0,10,,"Here is an item for you. Or, The countrimans bill of charges, for his comming vp to London declared by a whistle. To the tune of King Henry, &c."
B01966,1674–1683,0,10,,"Celia's complaint, for the loss of her virginity. She by fair words was quickly won, Amintas prov'd unkind; and Celia says, she's quite undone, much troubled in her mind. To the tune of, Philander:"
A08955,1635,0,10,"M. P. (Martin Parker), d. 1656?","Fayre warning, or, Happy is he whom other mens harmes can make to beware, and to shun Satans charmes To the tune of Packingtons pound."
A01851,1633,0,10,"Gomersall, Robert, 1602-1646?",Poems. By Robert Gomersall
A36624,1693,0,10,"Dryden, John, 1631-1700.","Examen poeticum being the third part of miscellany poems containing variety of new translations of the ancient poets, together with many original copies by the most eminent hands."
A01049,1638,0,10,"Ford, John, 1586-ca. 1640.","The fancies, chast and noble presented by the Queenes Maiesties Servants, at the Phoenix in Drury-lane."
B05047,1660,0,10,,"The Royall entertainment, presented by the loyalty of the city, to the royalty of their soveraign, on Thursday the fourth of July 1660. When the city of London invited his Majesty, the Duke of York, the Duke of Glocester, and their royall retinue, to a feast in the Guild-hall, London, to which the King was conducted by the chiefest of the city companies on horse-back, entertained by the Lord Mayor, aldermen, and Common-Counsill, guarded from White-hall to Guild-hall by the artillery-men, led by the illustrious James duke of York; met by diverse pageants, with sundry devices, and the livery attending in [the]ir order. The hall was richly appointed with costly hangings, the floores raised, organs erected [wit]h all sorts of Musick, performed by the ablest masters in England, with all varieties that art, plen[...], and curiosity can present, to the tune of Packingtons pound."
A30315,1641,0,10,"H. B. (Henry Burnell), fl. 1641.","Landgartha a tragie-comedy as it was presented in the new theater in Dublin with good applause, being an ancient story / written by H.B."
A44629,1668,0,10,"Howard, Edward, fl. 1669.","The Usurper, a tragedy as it was acted at the Threatre Royal by His Majesties servants / written by ... Edward Howard, Esq."
B04280,1680–1685,0,10,"Lanfiere, Thomas.","The Taunton maids delight, or, Hey for the honest woosted-comber. In Taunton town a maid doth dwell, who loves a woosted-comber very well, in the praise of him she doth declare, no other tradesman can with him compare. All sweethe [sic] arts that doth come she does refuse, only a woosted-comber she doth chuse, to him she wisheth good prosperity, for 'tis a comber must her husband be. The tune is, I have a good old mother at home, &c. / T.L."
A58829,1697,0,10,"Scott, Mr. (Thomas), fl. 1696-1697.","The unhappy kindness, or, A fruitless revenge a tragedy, as it is acted at the Theatre Royal / wrirten [sic] by Mr. Scot."
A42750,1697,0,10,"Gildon, Charles, 1665-1724.","The Roman brides revenge a tragedy, as it is acted at the Theatre-Royal, by His Majesty's servants."
A03248,1637,0,10,"Heywood, Thomas, d. 1641.","The royall king, and the loyall subject As it hath beene acted with great applause by the Queenes Maiesties Servants. Written by Thomas Heywood."
B01774,1685,0,10,,"The brick-makers lamentation from New-gate: or, A true report of the indicting, arraingment, tryal, and convicting of four of the brick-makers Court of Injustice: for the notorious riot committed on the body of one Richard Lambert, brick-maker of Fallum, who they arraigned, indicted, and had almost executed, for some pretended idle words. Their examination, and tryal, and sentence they are to undergoe, exprest as followeth. The tune is, Packingtons pound."
A19945,1611,0,10,"Davison, Francis, 1575?-1619?","A poetical rapsodie containing: diuerse sonnets, odes, elegies, madrigals, epigrams, pastorals, eglogues, with other poems, both in rime and measured verse. For varietie and pleasure, the like neuer yet published."
A59979,1655,0,10,"Shirley, James, 1596-1666.","The gentleman of Venice a tragi-comedie, presented at the private house in Salisbury Court by Her Majesties servants / written by James Shirley."
A19183,1602,0,10,"Heywood, Thomas, d. 1641.","A pleasant conceited comedie, wherein is shewed, how a man may chuse a good wife from a bad As it hath bene sundry times acted by the Earle of Worcesters seruants."
A09406,1634,0,10,,"The phantastick age: or, The anatomy of Englands vanity in wearing the fashions of severall nations, with good exhortations, against transmutations. To the tune of, O women monstrous &c."
A27277,1677,0,10,"Behn, Aphra, 1640-1689.","Abdelazer, or, The Moor's revenge a tragedy, as it is acted at His Royal Highness the Duke's Theatre / written by Mrs. A. Behn."
A60143,1685,0,10,,"The Salamanca doctor's farewel, or, Titus's exaltation to the pillory, upon his conviction of perjury a ballad, to the tune of Packingtons pound."
A41818,1662,0,10,"T. W., fl. 1662. Thorny-abbey.","Gratiae theatrales, or, A choice ternary of English plays composed upon especial occasions by several ingenious persons."
A64011,1650,0,10,R. M.,"Two hymns for the nativity of Christ Whereunto are added, a new-yeers gift, and an hymn for the feast of Twelf-Tide. The music part being set by Mr. R.M."
A70810,1698,0,10,"Pix, Mary, 1666-1720.","Queen Catharine, or, The ruines of love a tragedy, as it is acted at the New Theatre in Little-Lincolns-Inn-Field by His Majesty's servants / written by Mrs. Pix."
A61310,1664,0,10,"Stapylton, Robert, Sir, d. 1669.",The step-mother a tragi-comedy acted with great aplause at the theatre in Little Lincolns-Inne-Fields by His Highness the Duke of York's servants.
A04567,1593,0,10,"Barnes, Barnabe, 1569?-1609.","Parthenophil and Parthenophe Sonnettes, madrigals, elegies and odes. To the right noble and vertuous gentleman, M. William Percy Esquier, his deerest friend."
B09753,1660–1675,0,10,"Pope, Walter, d. 1714.","The musical shepeherdess, or, Dorinda's lamentation for the loss of Amintas Amintas all Arcadia's glory was, a youth so sweet that all he did surpass. But times all mowing sith this flower did cut, fate to his days hath the last period put : for musick and for singing, who but he, was fit to help the Gods with harmony? His fair Dorinda, seeing he was gone, and she poor mournful damsel left alone, invokes the nymphs to sing his praise, whilst she a garland weaves, then ends her days, resolving not to stay behind her love, she being deny'd him here, mounts above. To a pleasant new tune, called Amintas farewel, or, Digby's farewel."
A53507,1675,0,10,"Otway, Thomas, 1652-1685.","Alcibiades a tragedy, acted at the Duke's Theatre / written by Tho. Otway."
A94057,1655,0,10,"Strode, William, 1600 or 1601-1645.","The floating island a tragi-comedy, acted before his Majesty at Oxford, Aug. 29. 1636. by the students of Christ-Church. / Written by William Strode, late orator of the University of Oxford. The aires and songs set by Mr. Henry Lavves, servant to his late Majesty in his publick and private musick."
A29620,1654,0,10,"Brome, Alexander, 1620-1666.","The cunning lovers a comedy : as it was acted with great applause, by their Majesties servants at the private house in Drury Lane / vvritten by Alexander Brome ..."
A36760,1676,0,10,"Duffett, Thomas.","New poems, songs, prologues, and epilogues never before printed / written by Thomas Duffett ; and set by the most eminent musicians about the town."
A69182,1628,0,10,,"The vnnaturall wife: or, The lamentable murther, of one goodman Dauis locke-smith in Tutle-streete, who was stabbed to death by his wife, on the 29. of Iune, 1628. For which fact, she was araigned, condemned, and adiudged, to be burnt to death in Smithfield, the 12. Iuly 1628. To the tune of Bragandary."
A61309,1663,0,10,"Stapylton, Robert, Sir, d. 1669.","The slighted maid a comedy, acted with great applause at the theatre in Little Lincolns-Inn-Fields, by His Highness the Duke of York's Servants."
A18427,1639,0,10,"Shirley, James, 1596-1666.","The ball A comedy, as it vvas presented by her Majesties Servants, at the private House in Drury Lane. Written by George Chapman, and Iames Shirly."
B04310,1680–1682,0,10,"Lee, Nathaniel, 1653?-1692.","The true lovers tragedy: being an incomparable ballad of a gentleman and his lady, that both killed themselves for love, under the disguised names of Philander and Phillis, Phillis Philanders scattered garments finds, and thinks him slain, for which with fate she joyns, and with her fatal poiard striketh deep, as life no longer can it's station keep, the crimson streams so fast flowd from her veins, yet dying, of her loves dear loss complains: no sooner death had closed up her starry eyes, but her return'd Philander her espyes; and finding that for him she lost her breath, he kills himself, and crowns his love with death. To the tune of, Ah cruel bloody fate."
A47364,1653,0,10,"Killigrew, Henry, 1613-1700.",Pallantus and Eudora a tragœdie / written by Mr. Henry Killigrew.
A51868,1652,0,10,"Manuche, Cosmo, fl. 1650-1652.",The just general a tragi-comedy / written by Major Cosmo Manuche.
A60959,1694,0,10,"Southerne, Thomas, 1660-1746.","The fatal marriage, or, The innocent adultery a play acted at the Theatre Royal by their Majesties servants / written by Tho. Southerne."
A07329,1631,0,10,"May, Thomas, 1595-1650.","The tragedy of Antigone, the Theban princesse. Written by T.M."
A07326,1622,0,10,"May, Thomas, 1595-1650.",The heire an excellent comedie. As it was lately acted by the Company of the Reuels. / Writren [sic] by T.M. Gent..
B06552,1670–1696,0,10,"Wade, John, fl. 1660-1680.","A good wife is a portion every day. Or A dialogue discovering a good wife from a bad. And happy is that man that hath such a one. The tune is, Pockingtons pound. / By J. Wade."
B04549,1688,0,10,,"A new ballad. The triumph of justice. Being the last speech and confession of nine malefactors, and betrayers of the lives and liberties of the good people of England. But few examples here are made of such as have our laws betray'd: the rest that have as ill deserv'd, for the next sessions are reserv'd. To the tune of Packington's pound."
A85070,1650–1680,0,10,,"The faithful lovers downfal: or, The death of fair Phillis who killed her self for loss of her Philander Phillis for loss of her Philander, through each grove doth wander; until she hears by fate he's slain, which causes her so to complain: o're-whelm'd in tears, she does conclude, to end her life, which soon ensu'd; for with her fatal dagger, she stab'd to the heart, sets sorrow free; dying with patience, braving fate, that to her love did her translate. To a pleasant new play-house tune: or, Oh! cruel bloody fate."
A29644,1657,0,10,"Brome, Richard, d. 1652?",The queenes exchange a comedy acted with generall applause at the Black-friers by His Majesties servants / written by Richard Brome.
A03217,1606,0,10,"Heywood, Thomas, d. 1641.","The second part of, If you know not me, you know no bodie VVith the building of the Royall Exchange: and the famous victorie of Queene Elizabeth, in the yeare 1588."
A59008,1679–1680,0,10,,"The Second part to the same tune, or, An Answer to the lady of qualities popish ballad of the Popish Plot ... to the tune of Packington's pound."
A35299,1681,0,10,"Crown, Mr. (John), 1640?-1712.",Thyestes a tragedy acted at the Theatre-Royal by Their Majesties servants / written by Mr. Crown.
B04371,1670–1696,0,10,,"A mock-song: or, Love and no love. The young-man with this maid would fain be doing, and very earnest was with her in wooing; but the maiden she was very cunningly witted, I think no young-man never was better fitted. To the tune of, Mars and Venus. With allowance, Ro. L'Estrange."
A33541,1698,0,10,"Trotter, Catharine, 1679-1749.","Fatal friendship a tragedy, as it is acted at the New-Theatre in Little-Lincolns-Inn-Fields."
A03190,1636,0,10,"Heywood, Thomas, d. 1641.","A challenge for beautie· as it hath beene sundry times acted, by the Kings Majesties Servants: at the Blacke-friers, and at the Globe on the Banke-side. Written by Thomas Heywood."
A66563,1664,0,10,"Wilson, John, 1626-1696.",Andronicus Comnenius a tragedy / by John Wilson.
A04520,1611,0,10,"Shakespeare, William, 1564-1616, attributed name.","The first and second part of the troublesome raigne of Iohn King of England With the discouerie of King Richard Cordelions base sonne (vulgarly named, the bastard Fawconbridge:) Also, the death of King Iohn at Swinstead Abbey. As they were (sundry times) lately acted by the Queenes Maiesties Players. Written by W. Sh."
B05960,1677,0,10,"Starkey, George, 1627-1665.","An exposition upon Sir George Ripley's preface. Written by Æyrenæus Philalethes, anglus, cosmopolita."
A35280,1677,0,10,"Crown, Mr. (John), 1640?-1712.",The destruction of Jerusalem by Titus Vespasian in two parts : as it is acted at the Theatre Royal / written by Mr. Crowne.
A40976,1698,0,10,"Powell, George, 1658?-1714.","The Fatal discovery, or, Love in ruines a tragedy, as it is acted at the Theatre Royal by His Majesty's servants : with a preface in answer to a scandalous copy of verses written by Mr. Dryden and prefixt to a play call'd Heroick love."
B04215,1686–1688,0,9,,"Love without measure. Or, The young-mans delight, and the maidens joy. This youngman woo'd a damosel fair, and call'd her his joy and dear, but she was coy, as maids will be, and said he came with flattery. But he did protest it was not so, and at last brought her unto his bow: now they live in love, in peace, and joy, and she very fain would have a boy. To a rare new tune, called, Du-Vals delight."
A76637,1672–1695,0,9,,"The Batchelor's triumph: or, The single-man's happiness."
A04888,1594,0,9,"Kemp, William, fl. 1600.","A most pleasant and merie nevv comedie, intituled, A knacke to knowe a knaue Newlie set foorth, as it hath sundrie tymes bene played by Ed. Allen and his companie. VVith Kemps applauded merrimentes of the men of Goteham, in receiuing the King into Goteham."
A07978,1638,0,9,"Nabbes, Thomas, 1605?-1645?",Totenham Court A pleasant comedie: acted in the yeare MDCXXXIII. At the private house in Salisbury-Court. The author Thomas Nabbes.
A19738,1594,0,9,"Farrant, Richard, d. 1580, attributed name.","The vvarres of Cyrus King of Persia, against Antiochus King of Assyria with the tragicall ende of Panthæa. Played by the children of her Maiesties Chappell."
A00960,1637,0,9,"Fletcher, John, 1579-1625.","The elder brother a comedie. Acted at the Blacke Friers, by his Maiesties Servants. Printed according to the true copie. Written by Iohn Fletcher Gent."
A11989,1600,0,9,"Shakespeare, William, 1564-1616.","A midsommer nights dreame As it hath beene sundry times publickely acted, by the Right honourable, the Lord Chamberlaine his seruants. Written by William Shakespeare."
B05016,1676,0,9,"Robins, Thomas, fl. 1672-1685.","The lovers battle, being a sore combat fought between Mars and Venus, at a place called Cunney Castle, under Belly-hill. Bold Mars like to a warrier stout great brags did make in field but Venus she gave him the rout. [sic] and forc't him for to yeild [sic], then Mars drew out his rapier strong thinking to win the day but Venus charg'd him so sore he was glad he got away. The tune is, The chorals delight."
A39812,1685,0,9,"Fletcher, John, 1579-1625.","Valentinian, a tragedy as 'tis alter'd by the Earl of Rochester, and acted at the Theatre-Royal : together with a preface concerning the author and his writings, by one of his friends."
A84701,1660,0,9,"Forde, Thomas.","Virtus rediviva a panegyrick on our late King Charles the I. &c. of ever blessed memory. Attended, with severall other pieces from the same pen. Viz. [brace] I. A theatre of wits: being a collection of apothegms. II. Fœnestra in pectore: or a century of familiar letters. III. Loves labyrinth: a tragi-comedy. IV. Fragmenta poetica: or poeticall diversions. Concluding, with a panegyrick on his sacred Majesties most happy return. / By T.F."
A36900,1685,0,9,"Dunton, John, 1627 or 8-1676.","Heavenly pastime, or, Pleasant observations on all the most remarkable passages throughout the Holy Bible of the Old and New Testament newly allegoriz'd in several delightful dialogues, poems, similitudes, and divine fancies / by John Dunton, author of The sickmans passing-bell."
A43305,1687,0,9,"Hemings, William, b. 1602?","The eunuch. A tragedy: as it hath been acted with great applause. / Written by William Hemmings, Oxon.."
A06795,1640,0,9,,"The discontented married man. Or, A merry new song that was pend in foule weather, of a scould that could not keep her lips together To the tune of, Shee cannot keepe her &c."
A49952,1675,0,9,"Lee, Nathaniel, 1653?-1692.","The tragedy of Nero, emperor of Rome as it is acted at the Theatre-Royal, by His Majesties servants / by Nathaniel Lee ..."
A39806,1661,0,9,"Fletcher, John, 1579-1625.","The night-walker, or, The little thief a comedy as it was presented by Her Majesties servants at the private house in Drury-Lane / written by John Fletcher, Gent."
A02284,1602,0,9,"Guarini, Battista, 1538-1612.",Il pastor fido: or The faithfull shepheard. Translated out of Italian into English
A01836,1632,0,9,"Goffe, Thomas, 1591-1629.","The couragious Turke, or, Amurath the First A tragedie. Written by Thomas Goffe Master of Arts, and student of Christ-Church in Oxford, and acted by the students of the same house."
B01734,1670–1696,0,9,"Bowne, Tobias.","Doubtful Robin; or, Constant Nanny. A new ballad. Tune of, Wou'd you be a man of fashion, or, Doubting virgin."
A42365,1674,0,9,"Guy, Richard, writer of ballads.","The longing shepherdess: or, Lady lie neer me To the tune of, Lady lie neer me, or, the green ganter."
A37210,1661,0,9,"Davenport, Robert, fl. 1623.","The city-night-cap, or, Crede quod habes a tragi-comedy / by Robert Davenport ; as it was acted with great applause by Her Majesties servants at the Phoenix in Drury Lane."
A06289,1619,0,9,"Beaumont, Francis, 1584-1616.",The maides tragedy As it hath beene diuers times acted at the Blacke-friers by the Kings Maiesties Seruants.
A29556,1667,0,9,"Bristol, George Digby, Earl of, 1612-1677.","Elvira, or, The worst not always true a comedy / written by a person of quality."
A21411,1609,0,9,"Armin, Robert, fl. 1610.","The history of the tvvo maids of More-clacke vvith the life and simple maner of Iohn in the hospitall. Played by the Children of the Kings Maiesties Reuels. VVritten by Robert Armin, seruant to the Kings most excellent Maiestie."
A26293,1687,0,9,"Ayres, Philip, 1638-1712.","Lyric poems, made in imitation of the Italians of which, many are translations from other languages / by Philip Ayres, Esq."
A73188,1625,0,9,,"A merry new song of a rich widdowes wooing that married a young man to her owne vndooing. To the tune of, Stand thy ground old Harry."
A73831,1625,0,9,,A very pleasant nevv ditty to the tune of Stand thy ground old Harry.
A00966,1640,0,9,"Fletcher, John, 1579-1625.","The night-vvalker, or The little theife A comedy, as it vvas presented by her Majesties Servants, at the Private House in Drury Lane. Written by Iohn Fletcher. Gent."
A01853,1628,0,9,"Gomersall, Robert, 1602-1646?",The tragedie of Lodouick Sforza Duke of Millan. By Robert Gomersall
A12130,1640,0,9,"Shirley, James, 1596-1666.",The constant maid A comedy. Written by Iames Shirley.
A12137,1637,0,9,"Shirley, James, 1596-1666.",The gamester As it vvas presented by her Majesties Servants at the private house in Drury-Lane. Written by Iames Shirly.
A52453,1674,0,9,,"The north country-taylor caught in a trap or, A fool and his money soon parted. Being a merry composed ditty of a taylor that went up to London to seek his fortune, but he meeting with one of the city mobs, who made him believe she was a maid, but two of her companions gul'd him of thirty pound, and got all his cloaths, and gave him a few rags in their room: and like a fool he went home as he came. To the tune of Dun Vaul's delight, or, Love without measure."
A01997,1483,0,9,"Gower, John, 1325?-1408.","tHis book is intituled confessio amantis, that is to saye in englysshe the confessyon of the louer maad and compyled by Iohan Gower squyer ..."
A73829,1625,0,9,,"A new ditty, shewing the wonderfull miracles of our Lord and Sauiour Iesus Christ [sic], which he did while he remained vpon earth To the tune of Triumph and Ioy."
A44991,1648,0,9,"Hall, John, 1627-1656.",Emblems with elegant figures newly published by J.H.
A34578,1671,0,9,"Corneille, Pierre, 1606-1684.","Horace, a French tragedy of Monsieur Corneille Englished by Charles Cotton, esq."
A46439,1693,0,9,Juvenal.,"The satires of Decimus Junius Juvenalis translated into English verse by Mr. Dryden and several other eminent hands ; together with the satires of Aulus Persius Flaccus, made English by Mr. Dryden ; with explanatory notes at the end of each satire ; to which is prefix'd a discourse concerning the original and progress of satire ... by Mr. Dryden."
B04282,1681–1684,0,9,"Lanfiere, Thomas.","A warning-piece for all wicked livers: or, A cavat [sic] for all people to remember their latter end. Being very good instructions for old and young, rich and poor, to amend their lives, and repent before it be too late. To the tune of, The rich merchant man."
A72984,1625,0,9,"M. P. (Martin Parker), d. 1656?","The married-womans case, or, Good counsell to mayds, to be carefull of hastie marriage by the example of other married-women : to the tune of The married-mans case / [by] M.P."
